date,t2m,sp,rh,wind_speed,pwv,zero_count_last_3,zero_count_last_6,zero_count_last_12,zero_count_last_24,zero_freq_24h,zero_freq_7d,dry_blocks,pwv_during_dry,tp
2018/2/14 11:15,285.59,1011.23,58.26,1.93,17.67,3.0,6.0,12.0,24.0,1.0,1.0,0,17.966666666666665,1e-05
2018/2/14 11:30,285.63,1011.49,58.2,1.92,17.83,3.0,6.0,12.0,24.0,1.0,1.0,0,17.981666666666666,1e-05
2018/2/14 11:45,285.67,1011.74,58.14,1.92,18.07,3.0,6.0,12.0,24.0,1.0,1.0,0,18.006666666666668,1e-05
2018/2/14 12:00,285.71,1012.0,58.08,1.91,17.72,3.0,6.0,12.0,24.0,1.0,1.0,0,17.985833333333336,1e-05
2018/2/14 12:15,285.69,1012.21,58.27,1.99,17.73,3.0,6.0,12.0,24.0,1.0,1.0,0,17.965,1e-05
2018/2/14 12:30,285.66,1012.43,58.45,2.06,17.92,3.0,6.0,12.0,24.0,1.0,1.0,0,17.963333333333335,1e-05
2018/2/14 12:45,285.63,1012.64,58.64,2.13,18.37,3.0,6.0,12.0,24.0,1.0,1.0,0,17.989166666666666,1e-05
2018/2/14 13:00,285.61,1012.85,58.83,2.2,18.0,3.0,6.0,12.0,24.0,1.0,1.0,0,18.006666666666664,1e-05
2018/2/14 13:15,285.59,1012.95,58.8,2.26,18.08,3.0,6.0,12.0,24.0,1.0,1.0,0,17.99416666666667,1e-05
2018/2/14 13:30,285.58,1013.05,58.77,2.32,18.31,3.0,6.0,12.0,24.0,1.0,1.0,0,17.995,1e-05
2018/2/14 13:45,285.57,1013.15,58.74,2.38,18.48,3.0,6.0,12.0,24.0,1.0,1.0,0,18.00583333333333,1e-05
2018/2/14 14:00,285.55,1013.24,58.72,2.44,18.64,3.0,6.0,12.0,24.0,1.0,1.0,0,18.068333333333335,1e-05
2018/2/14 14:15,285.29,1013.45,58.5,2.44,18.59,3.0,6.0,12.0,24.0,1.0,1.0,0,18.145,1e-05
2018/2/14 14:30,285.03,1013.66,58.29,2.44,18.67,3.0,6.0,12.0,24.0,1.0,1.0,0,18.215,1e-05
2018/2/14 14:45,284.76,1013.86,58.07,2.43,18.84,3.0,6.0,12.0,24.0,1.0,1.0,0,18.279166666666665,1e-05
2018/2/14 15:00,284.5,1014.07,57.86,2.43,18.44,3.0,6.0,12.0,24.0,1.0,1.0,0,18.339166666666667,1e-05
2018/2/14 15:15,284.44,1014.0,57.71,2.41,18.75,3.0,6.0,12.0,24.0,1.0,1.0,0,18.424166666666668,1e-05
2018/2/14 15:30,284.37,1013.92,57.56,2.4,19.24,3.0,6.0,12.0,24.0,1.0,1.0,0,18.534166666666668,1e-05
2018/2/14 15:45,284.31,1013.84,57.41,2.39,19.01,3.0,6.0,12.0,24.0,1.0,1.0,0,18.587500000000002,1e-05
2018/2/14 16:00,284.25,1013.77,57.25,2.38,18.55,3.0,6.0,12.0,24.0,1.0,1.0,0,18.633333333333336,1e-05
2018/2/14 16:15,284.11,1013.68,57.27,2.31,18.3,3.0,6.0,12.0,24.0,1.0,1.0,0,18.651666666666667,1e-05
2018/2/14 16:30,283.98,1013.59,57.3,2.24,18.08,3.0,6.0,12.0,24.0,1.0,1.0,0,18.6325,1e-05
2018/2/14 16:45,283.85,1013.5,57.32,2.16,18.16,3.0,6.0,12.0,24.0,1.0,1.0,0,18.605833333333333,1e-05
2018/2/14 17:00,283.71,1013.42,57.34,2.09,18.48,3.0,6.0,12.0,24.0,1.0,1.0,0,18.592499999999998,1e-05
2018/2/14 17:15,283.7,1013.45,57.71,2.06,18.74,3.0,6.0,12.0,24.0,1.0,1.0,0,18.605,1e-05
2018/2/14 17:30,283.68,1013.48,58.09,2.03,18.66,3.0,6.0,12.0,24.0,1.0,1.0,0,18.604166666666668,1e-05
2018/2/14 17:45,283.66,1013.52,58.47,2.0,18.82,3.0,6.0,12.0,24.0,1.0,1.0,0,18.6025,1e-05
2018/2/14 18:00,283.64,1013.55,58.84,1.97,18.94,3.0,6.0,12.0,24.0,1.0,1.0,0,18.644166666666667,1e-05
2018/2/14 18:15,283.74,1013.72,59.38,2.08,18.97,3.0,6.0,12.0,24.0,1.0,1.0,0,18.662499999999998,1e-05
2018/2/14 18:30,283.84,1013.9,59.91,2.19,19.14,3.0,6.0,12.0,24.0,1.0,1.0,0,18.654166666666665,1e-05
2018/2/14 18:45,283.94,1014.07,60.44,2.29,19.31,3.0,6.0,12.0,24.0,1.0,1.0,0,18.679166666666667,1e-05
2018/2/14 19:00,284.04,1014.24,60.97,2.4,19.22,3.0,6.0,12.0,24.0,1.0,1.0,0,18.735,1e-05
2018/2/14 19:15,283.9,1014.23,61.65,2.49,19.27,3.0,6.0,12.0,24.0,1.0,1.0,0,18.815833333333334,1e-05
2018/2/14 19:30,283.76,1014.22,62.32,2.57,19.3,3.0,6.0,12.0,24.0,1.0,1.0,0,18.9175,1e-05
2018/2/14 19:45,283.63,1014.2,63.0,2.66,19.36,3.0,6.0,12.0,24.0,1.0,1.0,0,19.0175,1e-05
2018/2/14 20:00,283.49,1014.19,63.67,2.74,19.12,3.0,6.0,12.0,24.0,1.0,1.0,0,19.070833333333333,1e-05
2018/2/14 20:15,283.58,1014.17,64.57,2.73,19.03,3.0,6.0,12.0,24.0,1.0,1.0,0,19.095,1e-05
2018/2/14 20:30,283.67,1014.14,65.46,2.72,19.24,3.0,6.0,12.0,24.0,1.0,1.0,0,19.143333333333334,1e-05
2018/2/14 20:45,283.76,1014.12,66.35,2.71,19.48,3.0,6.0,12.0,24.0,1.0,1.0,0,19.198333333333334,1e-05
2018/2/14 21:00,283.85,1014.09,67.24,2.7,19.42,3.0,6.0,12.0,24.0,1.0,1.0,0,19.238333333333333,1e-05
2018/2/14 21:15,283.59,1014.35,68.92,2.79,19.56,3.0,6.0,12.0,24.0,1.0,1.0,0,19.2875,1e-05
2018/2/14 21:30,283.34,1014.61,70.6,2.87,19.65,3.0,6.0,12.0,24.0,1.0,1.0,0,19.33,1e-05
2018/2/14 21:45,283.08,1014.87,72.28,2.96,19.75,3.0,6.0,12.0,24.0,1.0,1.0,0,19.366666666666664,1e-05
2018/2/14 22:00,282.83,1015.13,73.96,3.05,19.55,3.0,6.0,12.0,24.0,1.0,1.0,0,19.394166666666667,1e-05
2018/2/14 22:15,282.87,1015.22,75.4,3.03,19.87,3.0,6.0,12.0,24.0,1.0,1.0,0,19.444166666666668,1e-05
2018/2/14 22:30,282.91,1015.31,76.84,3.02,20.12,3.0,6.0,12.0,24.0,1.0,1.0,0,19.5125,1e-05
2018/2/14 22:45,282.95,1015.41,78.29,3.0,20.2,3.0,6.0,12.0,24.0,1.0,1.0,0,19.5825,1e-05
2018/2/14 23:00,282.99,1015.5,79.73,2.98,20.4,3.0,6.0,12.0,24.0,1.0,1.0,0,19.68916666666667,1e-05
2018/2/14 23:15,282.94,1015.71,81.04,3.16,21.03,3.0,6.0,12.0,24.0,1.0,1.0,0,19.855833333333333,1e-05
2018/2/14 23:30,282.89,1015.93,82.35,3.34,21.3,3.0,6.0,12.0,24.0,1.0,1.0,0,20.0275,1e-05
2018/2/14 23:45,282.83,1016.14,83.66,3.52,21.53,3.0,6.0,12.0,24.0,1.0,1.0,0,20.198333333333334,1e-05
2018/2/15 0:00,282.78,1016.35,84.97,3.7,21.2,3.0,6.0,12.0,24.0,1.0,1.0,0,20.346666666666668,1e-05
2018/2/15 0:15,282.7,1016.51,85.79,3.86,21.22,3.0,6.0,12.0,24.0,1.0,1.0,0,20.485,1e-05
2018/2/15 0:30,282.61,1016.67,86.61,4.03,21.37,3.0,6.0,12.0,24.0,1.0,1.0,0,20.628333333333334,1e-05
2018/2/15 0:45,282.53,1016.82,87.43,4.19,21.32,3.0,6.0,12.0,24.0,1.0,1.0,0,20.75916666666667,1e-05
2018/2/15 1:00,282.44,1016.98,88.25,4.35,21.01,3.0,6.0,12.0,24.0,1.0,1.0,0,20.88083333333333,1e-05
2018/2/15 1:15,282.4,1017.04,88.19,4.34,20.85,3.0,6.0,12.0,24.0,1.0,1.0,0,20.962500000000002,1e-05
2018/2/15 1:30,282.36,1017.1,88.13,4.32,20.84,2.0,5.0,11.0,23.0,0.9895833333333334,0.9902912621359223,1,20.962500000000002,0.01
2018/2/15 1:45,282.32,1017.17,88.08,4.3,20.95,1.0,4.0,10.0,22.0,0.9791666666666666,0.9807692307692307,2,20.962500000000002,0.01
2018/2/15 2:00,282.28,1017.23,88.02,4.28,21.05,0.0,3.0,9.0,21.0,0.96875,0.9714285714285714,3,20.962500000000002,0.01
2018/2/15 2:15,282.28,1017.23,87.54,4.23,21.19,0.0,2.0,8.0,20.0,0.9583333333333334,0.9622641509433962,4,20.962500000000002,0.01
2018/2/15 2:30,282.29,1017.22,87.06,4.19,20.99,0.0,1.0,7.0,19.0,0.9479166666666666,0.9532710280373832,5,20.962500000000002,0.02
2018/2/15 2:45,282.29,1017.22,86.58,4.14,21.0,0.0,0.0,6.0,18.0,0.9375,0.9444444444444444,6,20.962500000000002,0.02
2018/2/15 3:00,282.3,1017.21,86.1,4.09,21.23,0.0,0.0,5.0,17.0,0.9270833333333334,0.9357798165137615,7,20.962500000000002,0.02
2018/2/15 3:15,282.32,1017.22,85.49,4.1,21.13,0.0,0.0,4.0,16.0,0.9166666666666666,0.9272727272727272,8,20.962500000000002,0.02
2018/2/15 3:30,282.33,1017.23,84.88,4.11,21.12,0.0,0.0,3.0,15.0,0.90625,0.918918918918919,9,20.962500000000002,0.02
2018/2/15 3:45,282.35,1017.25,84.27,4.11,21.21,0.0,0.0,2.0,14.0,0.8958333333333334,0.9107142857142857,10,20.962500000000002,0.02
2018/2/15 4:00,282.37,1017.26,83.66,4.12,20.98,0.0,0.0,1.0,13.0,0.8854166666666666,0.9026548672566371,11,20.962500000000002,0.02
2018/2/15 4:15,282.36,1016.94,83.17,4.1,20.91,0.0,0.0,0.0,12.0,0.875,0.8947368421052632,12,20.962500000000002,0.02
2018/2/15 4:30,282.36,1016.62,82.67,4.07,21.01,0.0,0.0,0.0,11.0,0.8645833333333334,0.8869565217391304,13,20.962500000000002,0.02
2018/2/15 4:45,282.35,1016.3,82.18,4.04,21.14,0.0,0.0,0.0,10.0,0.8541666666666666,0.8793103448275862,14,20.962500000000002,0.01
2018/2/15 5:00,282.35,1015.98,81.68,4.01,21.43,0.0,0.0,0.0,9.0,0.84375,0.8717948717948718,15,20.962500000000002,0.01
2018/2/15 5:15,282.24,1015.82,81.34,3.96,21.4,0.0,0.0,0.0,8.0,0.8333333333333334,0.864406779661017,16,20.962500000000002,0.01
2018/2/15 5:30,282.12,1015.66,81.0,3.9,20.94,0.0,0.0,0.0,7.0,0.8229166666666666,0.8571428571428571,17,20.962500000000002,0.01
2018/2/15 5:45,282.01,1015.5,80.66,3.84,20.6,1.0,1.0,1.0,7.0,0.8229166666666666,0.8583333333333333,17,21.09166666666667,1e-05
2018/2/15 6:00,281.9,1015.34,80.32,3.78,20.46,2.0,2.0,2.0,7.0,0.8229166666666666,0.859504132231405,17,21.0275,1e-05
2018/2/15 6:15,281.95,1015.17,80.23,3.66,20.31,3.0,3.0,3.0,7.0,0.8229166666666666,0.860655737704918,17,20.959166666666665,1e-05
2018/2/15 6:30,282.01,1015.0,80.13,3.54,20.37,2.0,3.0,3.0,6.0,0.8125,0.8536585365853658,18,20.959166666666665,0.01
2018/2/15 6:45,282.07,1014.83,80.04,3.42,20.46,1.0,3.0,3.0,5.0,0.8020833333333334,0.8467741935483871,19,20.959166666666665,0.01
2018/2/15 7:00,282.12,1014.66,79.95,3.3,20.59,0.0,3.0,3.0,4.0,0.7916666666666666,0.84,20,20.959166666666665,0.01
2018/2/15 7:15,281.9,1014.66,79.87,3.25,20.7,0.0,2.0,3.0,3.0,0.78125,0.8333333333333334,21,20.959166666666665,0.01
2018/2/15 7:30,281.68,1014.66,79.8,3.2,20.94,0.0,1.0,3.0,3.0,0.7708333333333334,0.8267716535433071,22,20.959166666666665,0.02
2018/2/15 7:45,281.47,1014.66,79.72,3.14,21.1,0.0,0.0,3.0,3.0,0.7604166666666666,0.8203125,23,20.959166666666665,0.02
2018/2/15 8:00,281.25,1014.66,79.65,3.09,21.37,0.0,0.0,3.0,3.0,0.75,0.813953488372093,24,20.959166666666665,0.02
2018/2/15 8:15,281.3,1014.78,79.64,3.09,21.33,0.0,0.0,3.0,3.0,0.7395833333333334,0.8076923076923077,25,20.959166666666665,0.03
2018/2/15 8:30,281.35,1014.9,79.64,3.08,21.57,0.0,0.0,3.0,3.0,0.7291666666666666,0.8015267175572519,26,20.959166666666665,0.03
2018/2/15 8:45,281.4,1015.02,79.64,3.07,21.93,0.0,0.0,2.0,3.0,0.71875,0.7954545454545454,27,20.959166666666665,0.03
2018/2/15 9:00,281.45,1015.14,79.63,3.06,21.71,0.0,0.0,1.0,3.0,0.7083333333333334,0.7894736842105263,28,20.959166666666665,0.04
2018/2/15 9:15,281.1,1015.24,80.07,3.1,21.66,0.0,0.0,0.0,3.0,0.6979166666666666,0.7835820895522388,29,20.959166666666665,0.05
2018/2/15 9:30,280.76,1015.35,80.51,3.13,21.49,0.0,0.0,0.0,3.0,0.6875,0.7777777777777778,30,20.959166666666665,0.07
2018/2/15 9:45,280.41,1015.46,80.95,3.17,21.46,0.0,0.0,0.0,3.0,0.6770833333333334,0.7720588235294118,31,20.959166666666665,0.08
2018/2/15 10:00,280.06,1015.56,81.39,3.2,21.41,0.0,0.0,0.0,3.0,0.6666666666666666,0.7664233576642335,32,20.959166666666665,0.09
2018/2/15 10:15,280.08,1015.69,81.34,3.23,21.62,0.0,0.0,0.0,3.0,0.65625,0.7608695652173914,33,20.959166666666665,0.1
2018/2/15 10:30,280.1,1015.82,81.3,3.27,21.39,0.0,0.0,0.0,3.0,0.6458333333333334,0.7553956834532374,34,20.959166666666665,0.11
2018/2/15 10:45,280.12,1015.95,81.26,3.3,20.91,0.0,0.0,0.0,3.0,0.6354166666666666,0.75,35,20.959166666666665,0.12
2018/2/15 11:00,280.14,1016.08,81.21,3.33,20.44,0.0,0.0,0.0,3.0,0.625,0.7446808510638298,36,20.959166666666665,0.13
2018/2/15 11:15,280.1,1016.27,81.33,3.39,20.49,0.0,0.0,0.0,3.0,0.6145833333333334,0.7394366197183099,37,20.959166666666665,0.13
2018/2/15 11:30,280.06,1016.45,81.45,3.44,20.95,0.0,0.0,0.0,3.0,0.6041666666666666,0.7342657342657343,38,20.959166666666665,0.14
2018/2/15 11:45,280.02,1016.63,81.57,3.49,21.14,0.0,0.0,0.0,2.0,0.59375,0.7291666666666666,39,20.959166666666665,0.14
2018/2/15 12:00,279.99,1016.82,81.68,3.55,21.01,0.0,0.0,0.0,1.0,0.5833333333333334,0.7241379310344828,40,20.959166666666665,0.14
2018/2/15 12:15,279.97,1016.96,81.9,3.48,21.24,0.0,0.0,0.0,0.0,0.5729166666666666,0.7191780821917808,41,20.959166666666665,0.19
2018/2/15 12:30,279.95,1017.11,82.12,3.41,21.36,0.0,0.0,0.0,0.0,0.5625,0.7142857142857143,42,20.959166666666665,0.23
2018/2/15 12:45,279.93,1017.25,82.34,3.35,21.76,0.0,0.0,0.0,0.0,0.5520833333333334,0.7094594594594594,43,20.959166666666665,0.28
2018/2/15 13:00,279.91,1017.4,82.55,3.28,21.63,0.0,0.0,0.0,0.0,0.5416666666666666,0.7046979865771812,44,20.959166666666665,0.32
2018/2/15 13:15,279.81,1017.35,82.95,3.23,21.77,0.0,0.0,0.0,0.0,0.53125,0.7,45,20.959166666666665,0.29
2018/2/15 13:30,279.72,1017.3,83.34,3.18,21.83,0.0,0.0,0.0,0.0,0.5208333333333334,0.695364238410596,46,20.959166666666665,0.26
2018/2/15 13:45,279.63,1017.25,83.73,3.12,21.51,0.0,0.0,0.0,0.0,0.5104166666666666,0.6907894736842105,47,20.959166666666665,0.23
2018/2/15 14:00,279.54,1017.2,84.12,3.07,21.45,0.0,0.0,0.0,0.0,0.5,0.6862745098039216,48,20.959166666666665,0.2
2018/2/15 14:15,279.37,1017.25,84.45,3.0,21.36,0.0,0.0,0.0,0.0,0.4895833333333333,0.6818181818181818,49,20.959166666666665,0.21
2018/2/15 14:30,279.2,1017.3,84.77,2.94,21.36,0.0,0.0,0.0,0.0,0.4791666666666667,0.6774193548387096,50,20.959166666666665,0.21
2018/2/15 14:45,279.03,1017.36,85.09,2.87,21.32,0.0,0.0,0.0,0.0,0.46875,0.6730769230769231,51,20.959166666666665,0.22
2018/2/15 15:00,278.86,1017.41,85.41,2.8,21.25,0.0,0.0,0.0,0.0,0.4583333333333333,0.6687898089171974,52,20.959166666666665,0.22
2018/2/15 15:15,278.88,1017.28,85.82,2.7,21.77,0.0,0.0,0.0,0.0,0.4479166666666667,0.6645569620253164,53,20.959166666666665,0.19
2018/2/15 15:30,278.91,1017.14,86.23,2.6,22.27,0.0,0.0,0.0,0.0,0.4375,0.660377358490566,54,20.959166666666665,0.16
2018/2/15 15:45,278.93,1017.01,86.64,2.5,21.95,0.0,0.0,0.0,0.0,0.4270833333333333,0.65625,55,20.959166666666665,0.13
2018/2/15 16:00,278.96,1016.88,87.05,2.4,21.65,0.0,0.0,0.0,0.0,0.4166666666666667,0.6521739130434783,56,20.959166666666665,0.1
2018/2/15 16:15,278.94,1016.82,87.35,2.28,21.33,0.0,0.0,0.0,0.0,0.40625,0.6481481481481481,57,20.959166666666665,0.1
2018/2/15 16:30,278.92,1016.77,87.64,2.16,20.98,0.0,0.0,0.0,0.0,0.3958333333333333,0.6441717791411042,58,20.959166666666665,0.11
2018/2/15 16:45,278.9,1016.71,87.93,2.03,20.78,0.0,0.0,0.0,0.0,0.3854166666666667,0.6402439024390244,59,20.959166666666665,0.11
2018/2/15 17:00,278.88,1016.66,88.22,1.91,20.65,0.0,0.0,0.0,0.0,0.375,0.6363636363636364,60,20.959166666666665,0.11
2018/2/15 17:15,278.9,1016.5,88.54,1.82,20.56,0.0,0.0,0.0,0.0,0.3645833333333333,0.6325301204819277,61,20.959166666666665,0.11
2018/2/15 17:30,278.93,1016.33,88.85,1.73,20.31,0.0,0.0,0.0,0.0,0.3541666666666667,0.6287425149700598,62,20.959166666666665,0.12
2018/2/15 17:45,278.96,1016.17,89.16,1.64,20.28,0.0,0.0,0.0,0.0,0.34375,0.625,63,20.959166666666665,0.12
2018/2/15 18:00,278.98,1016.01,89.47,1.56,20.58,0.0,0.0,0.0,0.0,0.3333333333333333,0.621301775147929,64,20.959166666666665,0.12
2018/2/15 18:15,279.03,1016.03,89.77,1.69,20.53,0.0,0.0,0.0,0.0,0.3229166666666667,0.6176470588235294,65,20.959166666666665,0.09
2018/2/15 18:30,279.08,1016.05,90.07,1.83,20.39,0.0,0.0,0.0,0.0,0.3125,0.6140350877192983,66,20.959166666666665,0.07
2018/2/15 18:45,279.13,1016.07,90.37,1.97,20.3,0.0,0.0,0.0,0.0,0.3020833333333333,0.6104651162790697,67,20.959166666666665,0.04
2018/2/15 19:00,279.17,1016.08,90.67,2.11,20.01,0.0,0.0,0.0,0.0,0.2916666666666667,0.6069364161849711,68,20.959166666666665,0.01
2018/2/15 19:15,279.12,1016.11,91.13,2.31,19.75,0.0,0.0,0.0,0.0,0.28125,0.603448275862069,69,20.959166666666665,0.01
2018/2/15 19:30,279.06,1016.13,91.6,2.51,19.58,0.0,0.0,0.0,0.0,0.2708333333333333,0.6,70,20.959166666666665,0.01
2018/2/15 19:45,279.01,1016.15,92.07,2.71,19.1,1.0,1.0,1.0,1.0,0.2708333333333333,0.6022727272727273,70,20.169999999999998,1e-05
2018/2/15 20:00,278.95,1016.17,92.54,2.91,18.4,2.0,2.0,2.0,2.0,0.2708333333333333,0.6045197740112994,70,19.982499999999998,1e-05
2018/2/15 20:15,278.92,1016.21,92.27,2.97,18.02,3.0,3.0,3.0,3.0,0.2708333333333333,0.6067415730337079,70,19.770833333333332,1e-05
2018/2/15 20:30,278.89,1016.24,91.99,3.03,17.96,3.0,4.0,4.0,4.0,0.2708333333333333,0.6089385474860335,70,19.575,1e-05
2018/2/15 20:45,278.86,1016.27,91.72,3.08,17.62,3.0,5.0,5.0,5.0,0.2708333333333333,0.6111111111111112,70,19.353333333333335,1e-05
2018/2/15 21:00,278.82,1016.31,91.45,3.14,17.11,3.0,6.0,6.0,6.0,0.2708333333333333,0.6132596685082873,70,19.06416666666667,1e-05
2018/2/15 21:15,278.8,1016.44,92.33,2.95,16.9,3.0,6.0,7.0,7.0,0.2708333333333333,0.6153846153846154,70,18.761666666666667,1e-05
2018/2/15 21:30,278.77,1016.57,93.21,2.76,16.85,3.0,6.0,8.0,8.0,0.2708333333333333,0.6174863387978142,70,18.46666666666667,1e-05
2018/2/15 21:45,278.74,1016.7,94.09,2.57,16.68,3.0,6.0,9.0,9.0,0.2708333333333333,0.6195652173913043,70,18.165,1e-05
2018/2/15 22:00,278.71,1016.83,94.97,2.38,16.59,3.0,6.0,10.0,10.0,0.2708333333333333,0.6216216216216216,70,17.88,1e-05
2018/2/15 22:15,278.71,1016.86,95.0,2.16,16.68,3.0,6.0,11.0,11.0,0.2708333333333333,0.6236559139784946,70,17.624166666666667,1e-05
2018/2/15 22:30,278.71,1016.89,95.03,1.93,16.65,3.0,6.0,12.0,12.0,0.2708333333333333,0.6256684491978609,70,17.38,1e-05
