date,pwv,tp
2018/2/17 11:00,17.23,1e-05
2018/2/17 11:15,17.81,1e-05
2018/2/17 11:30,18.26,1e-05
2018/2/17 11:45,18.69,1e-05
2018/2/17 12:00,18.9,1e-05
2018/2/17 12:15,19.17,1e-05
2018/2/17 12:30,19.23,1e-05
2018/2/17 12:45,19.34,1e-05
2018/2/17 13:00,19.38,1e-05
2018/2/17 13:15,19.63,0.01
2018/2/17 13:30,19.8,0.01
2018/2/17 13:45,20.06,0.02
2018/2/17 14:00,20.31,0.02
2018/2/17 14:15,20.68,0.13
2018/2/17 14:30,21.08,0.24
2018/2/17 14:45,21.59,0.35
2018/2/17 15:00,22.05,0.46
2018/2/17 15:15,22.93,0.52
2018/2/17 15:30,23.19,0.57
2018/2/17 15:45,23.07,0.63
2018/2/17 16:00,22.87,0.69
2018/2/17 16:15,22.53,0.52
2018/2/17 16:30,22.53,0.36
2018/2/17 16:45,22.51,0.19
2018/2/17 17:00,22.52,0.03
2018/2/17 17:15,22.8,0.03
2018/2/17 17:30,22.83,0.02
2018/2/17 17:45,22.78,0.02
2018/2/17 18:00,22.96,0.01
2018/2/17 18:15,23.1,0.01
2018/2/17 18:30,23.36,0.01
2018/2/17 18:45,23.39,1e-05
2018/2/17 19:00,23.45,1e-05
2018/2/17 19:15,23.41,1e-05
2018/2/17 19:30,23.38,1e-05
2018/2/17 19:45,23.06,1e-05
2018/2/17 20:00,22.77,1e-05
2018/2/17 20:15,22.77,1e-05
2018/2/17 20:30,23.16,0.01
2018/2/17 20:45,23.26,0.01
2018/2/17 21:00,23.24,0.01
2018/2/17 21:15,23.47,0.02
2018/2/17 21:30,23.59,0.03
2018/2/17 21:45,23.69,0.04
2018/2/17 22:00,23.22,0.05
2018/2/17 22:15,23.22,0.19
2018/2/17 22:30,23.22,0.33
2018/2/17 22:45,23.32,0.47
2018/2/17 23:00,23.71,0.61
2018/2/17 23:15,24.11,0.6
2018/2/17 23:30,24.56,0.58
2018/2/17 23:45,24.7,0.57
2018/2/18 0:00,24.8,0.55
2018/2/18 0:15,24.76,0.52
2018/2/18 0:30,24.53,0.48
2018/2/18 0:45,24.59,0.45
2018/2/18 1:00,24.43,0.41
2018/2/18 1:15,24.57,0.5
2018/2/18 1:30,24.86,0.6
2018/2/18 1:45,24.98,0.69
2018/2/18 2:00,24.81,0.78
2018/2/18 2:15,24.3,0.64
2018/2/18 2:30,24.07,0.51
2018/2/18 2:45,23.95,0.37
2018/2/18 3:00,23.86,0.23
2018/2/18 3:15,23.81,0.3
2018/2/18 3:30,23.93,0.38
2018/2/18 3:45,24.04,0.45
2018/2/18 4:00,23.75,0.52
2018/2/18 4:15,23.62,0.61
2018/2/18 4:30,23.66,0.71
2018/2/18 4:45,23.47,0.8
2018/2/18 5:00,23.82,0.89
2018/2/18 5:15,23.54,0.9
2018/2/18 5:30,23.3,0.91
2018/2/18 5:45,22.94,0.91
2018/2/18 6:00,22.83,0.92
2018/2/18 6:15,22.6,0.73
2018/2/18 6:30,22.65,0.54
2018/2/18 6:45,22.53,0.34
2018/2/18 7:00,22.66,0.15
2018/2/18 7:15,22.8,0.14
2018/2/18 7:30,23.06,0.14
2018/2/18 7:45,23.28,0.13
2018/2/18 8:00,23.22,0.12
2018/2/18 8:15,23.16,0.1
2018/2/18 8:30,23.31,0.08
2018/2/18 8:45,23.22,0.05
2018/2/18 9:00,22.52,0.03
2018/2/18 9:15,22.28,0.02
2018/2/18 9:30,22.14,0.02
2018/2/18 9:45,22.47,0.01
2018/2/18 10:00,23.09,1e-05
2018/2/18 10:15,23.15,1e-05
2018/2/18 10:30,22.46,0.01
2018/2/18 10:45,21.51,0.01
2018/2/18 11:00,21.22,0.01
2018/2/18 11:15,21.3,0.12
2018/2/18 11:30,21.33,0.22
2018/2/18 11:45,21.25,0.33
2018/2/18 12:00,20.94,0.43
2018/2/18 12:15,20.5,0.51
2018/2/18 12:30,20.56,0.59
2018/2/18 12:45,20.62,0.67
2018/2/18 13:00,20.35,0.75
2018/2/18 13:15,20.36,0.64
2018/2/18 13:30,20.42,0.52
2018/2/18 13:45,20.32,0.41
2018/2/18 14:00,20.06,0.29
2018/2/18 14:15,20.2,0.25
2018/2/18 14:30,19.89,0.21
2018/2/18 14:45,19.56,0.17
2018/2/18 15:00,19.59,0.13
2018/2/18 15:15,20.27,0.24
2018/2/18 15:30,20.45,0.36
2018/2/18 15:45,20.48,0.47
2018/2/18 16:00,20.82,0.58
2018/2/18 16:15,21.06,0.47
2018/2/18 16:30,21.23,0.37
2018/2/18 16:45,21.66,0.26
2018/2/18 17:00,21.98,0.15
2018/2/18 17:15,22.11,0.16
2018/2/18 17:30,22.08,0.16
2018/2/18 17:45,22.38,0.17
2018/2/18 18:00,22.86,0.17
2018/2/18 18:15,23.23,0.23
2018/2/18 18:30,23.16,0.29
2018/2/18 18:45,23.12,0.35
2018/2/18 19:00,23.14,0.41
2018/2/18 19:15,23.1,0.39
2018/2/18 19:30,23.25,0.37
2018/2/18 19:45,22.94,0.34
2018/2/18 20:00,22.54,0.32
2018/2/18 20:15,22.65,0.32
2018/2/18 20:30,22.68,0.32
2018/2/18 20:45,22.73,0.32
2018/2/18 21:00,22.39,0.32
2018/2/18 21:15,22.47,0.52
2018/2/18 21:30,22.61,0.71
2018/2/18 21:45,22.72,0.91
2018/2/18 22:00,22.51,1.1
2018/2/18 22:15,22.71,1.08
2018/2/18 22:30,22.28,1.06
2018/2/18 22:45,22.19,1.04
2018/2/18 23:00,22.42,1.02
2018/2/18 23:15,22.91,0.99
2018/2/18 23:30,23.28,0.97
2018/2/18 23:45,23.46,0.94
2018/2/19 0:00,22.92,0.91
2018/2/19 0:15,22.77,0.94
2018/2/19 0:30,22.51,0.97
2018/2/19 0:45,22.49,0.99
2018/2/19 1:00,21.99,1.02
2018/2/19 1:15,21.76,0.9
2018/2/19 1:30,21.56,0.78
2018/2/19 1:45,21.32,0.66
2018/2/19 2:00,20.95,0.54
2018/2/19 2:15,20.69,0.5
2018/2/19 2:30,20.5,0.46
2018/2/19 2:45,20.2,0.42
2018/2/19 3:00,20.04,0.38
2018/2/19 3:15,19.9,0.32
2018/2/19 3:30,19.76,0.25
2018/2/19 3:45,19.64,0.19
2018/2/19 4:00,19.76,0.12
2018/2/19 4:15,19.94,0.1
2018/2/19 4:30,19.79,0.07
2018/2/19 4:45,19.51,0.05
2018/2/19 5:00,19.91,0.02
2018/2/19 5:15,19.55,0.02
2018/2/19 5:30,19.16,0.02
2018/2/19 5:45,18.83,0.01
2018/2/19 6:00,18.99,0.01
2018/2/19 6:15,18.97,0.01
2018/2/19 6:30,18.91,0.01
2018/2/19 6:45,18.8,1e-05
2018/2/19 7:00,18.61,1e-05
2018/2/19 7:15,18.4,1e-05
2018/2/19 7:30,18.26,1e-05
2018/2/19 7:45,18.17,1e-05
2018/2/19 8:00,18.01,1e-05
2018/2/19 8:15,18.2,1e-05
2018/2/19 8:30,18.34,1e-05
2018/2/19 8:45,18.2,1e-05
2018/2/19 9:00,18.0,1e-05
2018/2/19 9:15,18.12,1e-05
2018/2/19 9:30,18.26,1e-05
2018/2/19 9:45,18.32,1e-05
2018/2/19 10:00,18.22,1e-05
2018/2/19 10:15,18.17,1e-05
2018/2/19 10:30,18.05,1e-05
2018/2/19 10:45,17.9,1e-05
2018/2/19 11:00,17.44,1e-05
2018/2/19 11:15,17.56,1e-05
2018/2/19 11:30,17.41,1e-05
2018/2/19 11:45,17.41,1e-05
2018/2/19 12:00,17.25,1e-05
2018/2/19 12:15,17.54,1e-05
2018/2/19 12:30,17.54,1e-05
2018/2/19 12:45,17.47,1e-05
2018/2/19 13:00,17.38,1e-05
2018/2/19 13:15,17.2,1e-05
2018/2/19 13:30,17.06,1e-05
2018/2/19 13:45,17.05,1e-05
2018/2/19 14:00,16.92,1e-05
2018/2/19 14:15,16.84,1e-05
2018/2/19 14:30,16.87,1e-05
2018/2/19 14:45,17.01,1e-05
2018/2/19 15:00,17.26,1e-05
2018/2/19 15:15,17.66,1e-05
2018/2/19 15:30,17.48,1e-05
2018/2/19 15:45,17.22,1e-05
2018/2/19 16:00,17.23,1e-05
2018/2/19 16:15,17.14,1e-05
2018/2/19 16:30,17.31,1e-05
2018/2/19 16:45,17.34,1e-05
2018/2/19 17:00,17.41,1e-05
2018/2/19 17:15,17.45,1e-05
2018/2/19 17:30,17.5,1e-05
2018/2/19 17:45,17.56,1e-05
2018/2/19 18:00,17.85,1e-05
2018/2/19 18:15,18.16,1e-05
2018/2/19 18:30,18.45,1e-05
2018/2/19 18:45,18.5,1e-05
2018/2/19 19:00,18.38,1e-05
2018/2/19 19:15,18.38,1e-05
2018/2/19 19:30,18.52,1e-05
2018/2/19 19:45,18.23,1e-05
2018/2/19 20:00,18.57,1e-05
2018/2/19 20:15,18.85,0.01
2018/2/19 20:30,18.99,0.01
2018/2/19 20:45,18.74,0.02
2018/2/19 21:00,19.04,0.02
2018/2/19 21:15,19.2,0.08
2018/2/19 21:30,19.42,0.15
2018/2/19 21:45,20.02,0.21
2018/2/19 22:00,20.39,0.27
2018/2/19 22:15,20.84,0.39
2018/2/19 22:30,21.27,0.52
2018/2/19 22:45,21.94,0.64
2018/2/19 23:00,22.7,0.76
2018/2/19 23:15,23.21,0.92
2018/2/19 23:30,23.58,1.09
2018/2/19 23:45,23.54,1.25
2018/2/20 0:00,23.52,1.41
2018/2/20 0:15,23.5,1.48
2018/2/20 0:30,22.8,1.55
2018/2/20 0:45,22.46,1.62
2018/2/20 1:00,22.61,1.69
2018/2/20 1:15,22.65,1.73
2018/2/20 1:30,22.85,1.77
2018/2/20 1:45,22.87,1.8
2018/2/20 2:00,22.43,1.84
2018/2/20 2:15,21.88,1.71
2018/2/20 2:30,21.52,1.59
2018/2/20 2:45,21.6,1.46
2018/2/20 3:00,21.59,1.33
2018/2/20 3:15,21.55,1.38
2018/2/20 3:30,21.75,1.43
2018/2/20 3:45,21.93,1.47
2018/2/20 4:00,21.96,1.52
2018/2/20 4:15,22.14,1.53
2018/2/20 4:30,21.82,1.54
2018/2/20 4:45,21.32,1.55
2018/2/20 5:00,21.63,1.56
2018/2/20 5:15,21.24,1.33
2018/2/20 5:30,20.9,1.09
2018/2/20 5:45,20.41,0.86
2018/2/20 6:00,20.25,0.62
2018/2/20 6:15,20.05,0.71
2018/2/20 6:30,19.41,0.8
2018/2/20 6:45,19.09,0.89
2018/2/20 7:00,19.5,0.98
2018/2/20 7:15,19.68,0.88
2018/2/20 7:30,19.81,0.77
2018/2/20 7:45,19.53,0.67
2018/2/20 8:00,19.17,0.57
2018/2/20 8:15,19.35,0.47
2018/2/20 8:30,19.4,0.37
2018/2/20 8:45,19.11,0.26
2018/2/20 9:00,18.66,0.16
2018/2/20 9:15,18.17,0.13
2018/2/20 9:30,17.88,0.1
2018/2/20 9:45,17.63,0.06
2018/2/20 10:00,17.24,0.03
2018/2/20 10:15,16.7,0.02
2018/2/20 10:30,16.08,0.02
2018/2/20 10:45,15.72,0.01
2018/2/20 11:00,15.39,1e-05
2018/2/20 11:15,15.25,1e-05
2018/2/20 11:30,14.77,1e-05
2018/2/20 11:45,14.64,1e-05
2018/2/20 12:00,13.93,1e-05
2018/2/20 12:15,13.82,1e-05
2018/2/20 12:30,13.58,1e-05
2018/2/20 12:45,13.47,1e-05
2018/2/20 13:00,13.3,1e-05
2018/2/20 13:15,13.13,1e-05
2018/2/20 13:30,13.27,1e-05
2018/2/20 13:45,12.98,1e-05
2018/2/20 14:00,12.92,1e-05
2018/2/20 14:15,13.01,1e-05
2018/2/20 14:30,12.83,1e-05
2018/2/20 14:45,12.74,1e-05
2018/2/20 15:00,12.97,1e-05
2018/2/20 15:15,13.11,1e-05
2018/2/20 15:30,13.11,1e-05
2018/2/20 15:45,13.07,1e-05
2018/2/20 16:00,13.03,1e-05
2018/2/20 16:15,13.28,1e-05
2018/2/20 16:30,13.34,1e-05
2018/2/20 16:45,13.75,1e-05
2018/2/20 17:00,13.79,1e-05
2018/2/20 17:15,13.68,1e-05
2018/2/20 17:30,13.87,1e-05
2018/2/20 17:45,14.2,1e-05
2018/2/20 18:00,14.6,1e-05
2018/2/20 18:15,14.77,1e-05
2018/2/20 18:30,14.59,1e-05
2018/2/20 18:45,14.25,1e-05
2018/2/20 19:00,13.96,1e-05
2018/2/20 19:15,13.97,1e-05
2018/2/20 19:30,13.82,1e-05
2018/2/20 19:45,13.58,1e-05
2018/2/20 20:00,13.75,1e-05
2018/2/20 20:15,13.77,1e-05
2018/2/20 20:30,13.37,1e-05
2018/2/20 20:45,12.99,1e-05
2018/2/20 21:00,12.82,1e-05
2018/2/20 21:15,12.57,1e-05
2018/2/20 21:30,12.3,1e-05
2018/2/20 21:45,12.42,1e-05
2018/2/20 22:00,12.08,1e-05
2018/2/20 22:15,12.25,1e-05
2018/2/20 22:30,12.57,1e-05
2018/2/20 22:45,13.0,1e-05
2018/2/20 23:00,13.4,1e-05
2018/2/20 23:15,13.55,1e-05
2018/2/20 23:30,13.81,1e-05
2018/2/20 23:45,14.06,1e-05
2018/2/21 0:00,16.23,1e-05
2018/2/21 0:15,16.43,0.03
2018/2/21 0:30,16.42,0.06
2018/2/21 0:45,16.51,0.09
2018/2/21 1:00,16.51,0.12
2018/2/21 1:15,16.61,0.18
2018/2/21 1:30,17.06,0.25
2018/2/21 1:45,17.44,0.31
2018/2/21 2:00,17.29,0.37
2018/2/21 2:15,16.93,0.28
2018/2/21 2:30,16.8,0.19
2018/2/21 2:45,16.53,0.09
2018/2/21 3:00,16.41,1e-05
2018/2/21 3:15,16.64,1e-05
2018/2/21 3:30,17.28,1e-05
2018/2/21 3:45,17.04,1e-05
2018/2/21 4:00,16.88,1e-05
2018/2/21 4:15,16.77,0.02
2018/2/21 4:30,16.63,0.05
2018/2/21 4:45,16.51,0.07
2018/2/21 5:00,16.83,0.09
2018/2/21 5:15,16.49,0.09
2018/2/21 5:30,16.26,0.1
2018/2/21 5:45,16.09,0.1
2018/2/21 6:00,15.9,0.1
2018/2/21 6:15,15.81,0.08
2018/2/21 6:30,15.59,0.05
2018/2/21 6:45,15.41,0.03
2018/2/21 7:00,15.46,1e-05
2018/2/21 7:15,15.21,1e-05
2018/2/21 7:30,15.07,1e-05
2018/2/21 7:45,14.78,1e-05
2018/2/21 8:00,14.51,1e-05
2018/2/21 8:15,14.63,1e-05
2018/2/21 8:30,14.77,1e-05
2018/2/21 8:45,14.42,1e-05
2018/2/21 9:00,14.06,1e-05
2018/2/21 9:15,13.93,1e-05
2018/2/21 9:30,14.17,1e-05
2018/2/21 9:45,14.52,1e-05
2018/2/21 10:00,13.9,1e-05
2018/2/21 10:15,13.42,1e-05
